bias_z,frequency_ghz,mean_centered_abs_response
# Source: Zhang et al., Phys. Rev. Applied 24, 034003 (2025), Fig. 2 data.
# Dataset: https://doi.org/10.5281/zenodo.16791932 (CC BY 4.0).
# Modified: file-wise mean subtraction, absolute value, and restriction to the two comparison windows.
0.68,3.605000,0.629504873568
0.69,4.445000,2.67369618788
0.69,4.440000,2.66918707938
0.69,4.435000,1.45079848348
0.69,4.430000,6.02027958848
0.69,4.425000,1.66042838818
0.69,4.420000,2.99327799788
0.69,4.415000,3.20250780728
0.69,4.410000,0.796471785879
0.69,4.405000,3.99941707048
0.69,4.400000,1.93741287842
0.69,4.395000,1.58468314938
0.69,4.390000,2.49037066972
0.69,4.385000,0.698692602521
0.69,4.380000,2.52897576498
0.69,4.375000,1.88547727382
0.69,4.370000,6.80020554318
0.69,4.365000,0.0433526733786
0.69,4.360000,0.890557667679
0.69,4.355000,3.55383500708
0.69,4.350000,0.964657902479
0.69,4.345000,2.77954379908
0.69,4.340000,4.03373544758
0.69,4.335000,3.83165167318
0.69,4.330000,0.570896768321
0.69,4.325000,1.28431041218
0.69,4.320000,7.44923647958
0.69,4.315000,2.07245643732
0.69,4.310000,0.286245031821
0.69,4.305000,1.04261226388
0.69,4.300000,2.69400639808
0.69,4.295000,3.79781237528
0.69,4.290000,3.20378700608
0.69,4.285000,0.630050083379
0.69,4.280000,1.43048651202
0.69,4.275000,2.08129169188
0.69,4.270000,2.30087706448
0.69,4.265000,2.14087816188
0.69,4.260000,0.00428334427859
0.69,4.255000,7.11507358302
0.69,4.250000,47.1817408368
0.69,4.245000,70.8487270048
0.69,4.240000,3.09898239372
0.69,4.235000,3.66251302608
0.69,4.230000,1.02605496728
0.69,4.225000,0.0289502969214
0.69,4.220000,4.38424254198
0.69,4.215000,2.21812581128
0.69,4.210000,2.73056091018
0.69,4.205000,4.22700043718
0.69,4.200000,4.35011976918
0.69,4.195000,2.66313919938
0.69,4.190000,0.736876607579
0.69,4.185000,3.88483911968
0.69,4.180000,4.27012368848
0.69,4.175000,3.49480576568
0.69,4.170000,3.13128835968
0.69,4.165000,4.71478759468
0.69,4.160000,6.13550973798
0.69,4.155000,1.15441435988
0.69,4.150000,2.35334667618
0.69,4.145000,3.41511244318
0.69,4.140000,0.174083562479
0.69,4.135000,3.64174553048
0.69,4.135000,4.25651666063
0.69,4.130000,0.0871480055323
0.69,4.125000,9.83112025503
0.69,4.120000,10.3297147275
0.69,4.115000,6.35726049833
0.69,4.110000,9.64429904913
0.69,4.105000,1.16662274493
0.69,4.100000,2.45683111563
0.69,4.095000,21.6961415357
0.69,4.090000,1.70502502023
0.69,4.085000,0.632467354868
0.69,4.080000,0.660293344732
0.69,4.075000,1.20963001013
0.69,4.070000,4.23605537993
0.69,4.065000,2.75950799123
0.69,4.060000,3.29252068067
0.69,4.055000,4.56121034337
0.69,4.050000,2.67135631667
0.69,4.045000,3.14172387343
0.69,4.040000,2.57994462517
0.69,4.035000,0.434228151832
0.69,4.030000,1.99191333137
0.69,4.025000,0.922899238632
0.69,4.020000,3.49873860493
0.69,4.015000,2.83697119383
0.69,4.010000,0.127054690932
0.69,4.005000,4.03675002133
0.69,4.000000,3.94319139907
0.69,3.995000,1.69142907343
0.69,3.990000,2.82863018743
0.69,3.985000,2.82446414553
0.69,3.980000,2.61451305827
0.69,3.975000,1.00131023323
0.69,3.970000,6.43185881233
0.69,3.965000,1.04895939563
0.69,3.960000,1.43226843237
0.69,3.955000,2.70040005803
0.69,3.950000,1.85828517507
0.69,3.945000,3.27035309543
0.69,3.940000,2.57733959647
0.69,3.935000,4.40810404133
0.69,3.930000,2.35747309287
0.69,3.925000,1.16088051263
0.69,3.920000,0.986032989468
0.69,3.915000,0.0191689543677
0.69,3.910000,2.54230990123
0.69,3.905000,0.455360002432
0.69,3.900000,3.00492296713
0.69,3.895000,0.363902864768
0.69,3.890000,0.0645682568677
0.69,3.885000,1.16767328153
0.69,3.880000,3.04442738103
0.69,3.875000,3.05458841727
0.69,3.870000,3.06090154297
0.69,3.865000,1.19856537643
0.69,3.860000,0.272445424168
0.69,3.855000,2.66846676767
0.69,3.850000,0.369774163032
0.69,3.845000,1.41722690987
0.69,3.840000,2.24822495157
0.69,3.835000,4.36624502947
0.69,3.830000,1.33990168787
0.69,3.825000,1.20842031957
0.69,3.820000,1.01122470387
0.69,3.815000,1.86363909543
0.69,3.810000,3.21835220667
0.69,3.805000,3.29062066917
0.69,3.800000,0.153121772032
0.69,3.795000,1.27365563767
0.69,3.790000,0.104917463768
0.69,3.785000,5.62333176827
0.69,3.780000,4.54396002847
0.69,3.775000,2.55397315887
0.69,3.770000,1.64030573803
0.69,3.765000,0.177642859932
0.69,3.760000,1.97861723637
0.69,3.755000,0.911319428568
0.69,3.750000,4.33834411907
0.69,3.745000,4.01972296247
0.69,3.740000,4.01174366547
0.69,3.735000,5.14513063917
0.69,3.730000,0.494362523968
0.69,3.725000,3.22051083607
0.69,3.720000,2.23061136727
0.69,3.715000,2.62059532133
0.69,3.710000,5.18666244657
0.69,3.705000,2.97503191957
0.69,3.700000,0.608581314032
0.69,3.695000,4.46708596287
0.69,3.690000,0.831119876232
0.69,3.685000,4.13511926087
0.69,3.680000,0.178046274868
0.69,3.675000,7.29947679057
0.69,3.670000,2.35582276533
0.69,3.665000,1.89345662263
0.69,3.660000,1.41327095303
0.69,3.655000,0.679998578668
0.69,3.650000,5.06593990457
0.69,3.645000,1.03989318173
0.69,3.640000,0.207556479468
0.69,3.635000,0.709356819532
0.69,3.630000,3.78757785447
0.69,3.625000,1.64643295663
0.69,3.620000,0.736682242632
0.69,3.615000,0.938453659168
0.69,3.610000,2.67073567367
0.69,3.605000,2.44864191747
0.70,4.445000,0.647097275679
0.70,4.440000,2.89332892898
0.70,4.435000,1.89154387668
0.70,4.430000,1.28678493762
0.70,4.425000,7.43782648468
0.70,4.420000,5.85014572748
0.70,4.415000,3.23396972578
0.70,4.410000,0.694822201879
0.70,4.405000,6.48239355188
0.70,4.400000,1.19916059262
0.70,4.395000,3.33727147118
0.70,4.390000,0.613602233321
0.70,4.385000,1.13111537358
0.70,4.380000,3.57768318712
0.70,4.375000,1.67762917228
0.70,4.370000,1.60466507738
0.70,4.365000,2.51777247042
0.70,4.360000,0.941697927879
0.70,4.355000,3.56127471998
0.70,4.350000,4.60714821848
0.70,4.345000,2.91975002618
0.70,4.340000,7.82907737388
0.70,4.335000,4.73426841788
0.70,4.330000,0.912896137779
0.70,4.325000,3.49317076008
0.70,4.320000,1.46837045948
0.70,4.315000,0.620119375221
0.70,4.310000,5.46457291788
0.70,4.305000,2.90840339078
0.70,4.300000,1.70513221718
0.70,4.295000,0.411906889979
0.70,4.290000,2.89772907348
0.70,4.285000,0.652531589579
0.70,4.280000,1.64600469152
0.70,4.275000,5.32332068368
0.70,4.270000,0.604242673521
0.70,4.265000,0.238996763879
0.70,4.260000,3.30047283588
0.70,4.255000,1.53239394862
0.70,4.250000,0.340020367079
0.70,4.245000,1.07140778068
0.70,4.240000,1.48650453368
0.70,4.235000,0.638728572021
0.70,4.230000,1.19670571088
0.70,4.225000,11.5250183775
0.70,4.220000,59.8720557078
0.70,4.215000,37.1284220318
0.70,4.210000,0.603115976321
0.70,4.205000,1.88487999718
0.70,4.200000,2.75309893998
0.70,4.195000,3.60710321958
0.70,4.190000,2.79845127688
0.70,4.185000,3.81688073948
0.70,4.180000,4.61092731988
0.70,4.175000,3.36893596638
0.70,4.170000,4.14113951078
0.70,4.165000,2.24744437718
0.70,4.160000,4.10095296418
0.70,4.155000,4.61188394858
0.70,4.150000,2.18120375318
0.70,4.145000,5.75221203678
0.70,4.140000,5.59583976058
0.70,4.135000,4.26842416388
0.70,4.135000,2.26017075113
0.70,4.130000,0.000262459432321
0.70,4.125000,4.88159967743
0.70,4.120000,5.69660341643
0.70,4.115000,2.10034389873
0.70,4.110000,4.75138210673
0.70,4.105000,1.31016789123
0.70,4.100000,1.28232502513
0.70,4.095000,3.47587852773
0.70,4.090000,4.60010988663
0.70,4.085000,29.7346984517
0.70,4.080000,5.59005294933
0.70,4.075000,2.92819626633
0.70,4.070000,3.19369707743
0.70,4.065000,3.10273128913
0.70,4.060000,0.219260804768
0.70,4.055000,1.55157774833
0.70,4.050000,1.20955105307
0.70,4.045000,3.16932511847
0.70,4.040000,3.11060846437
0.70,4.035000,2.42619123127
0.70,4.030000,2.30363652217
0.70,4.025000,0.988383961768
0.70,4.020000,5.54934659453
0.70,4.015000,1.26991955833
0.70,4.010000,5.04895363263
0.70,4.005000,2.59372825133
0.70,4.000000,0.0782791592323
0.70,3.995000,1.19089461147
0.70,3.990000,0.834036750868
0.70,3.985000,1.44669721333
0.70,3.980000,1.49843294183
0.70,3.975000,0.0746817842677
0.70,3.970000,0.401588832432
0.70,3.965000,4.10375512613
0.70,3.960000,1.11259091677
0.70,3.955000,2.21044827647
0.70,3.950000,1.78377469407
0.70,3.945000,1.12083557613
0.70,3.940000,5.09113034127
0.70,3.935000,0.776640210032
0.70,3.930000,4.01359176927
0.70,3.925000,0.0452426941677
0.70,3.920000,4.11697356543
0.70,3.915000,0.178014150668
0.70,3.910000,4.01054626967
0.70,3.905000,0.494845193232
0.70,3.900000,1.71647462793
0.70,3.895000,2.24559837713
0.70,3.890000,2.36299876837
0.70,3.885000,1.42357137823
0.70,3.880000,0.637351169968
0.70,3.875000,2.75550376617
0.70,3.870000,6.61261289587
0.70,3.865000,0.991581653568
0.70,3.860000,1.54845453393
0.70,3.855000,2.08317565477
0.70,3.850000,1.82408603053
0.70,3.845000,0.0592534138677
0.70,3.840000,2.10595668823
0.70,3.835000,1.11500521667
0.70,3.830000,0.901499978832
0.70,3.825000,4.03751198523
0.70,3.820000,0.974000243368
0.70,3.815000,0.364077470432
0.70,3.810000,1.69397928217
0.70,3.805000,3.81389616757
0.70,3.800000,2.11061095937
0.70,3.795000,0.0293555454323
0.70,3.790000,0.0192364687323
0.70,3.785000,2.48288549787
0.70,3.780000,2.07675579167
0.70,3.775000,3.60078476477
0.70,3.770000,0.318694660268
0.70,3.765000,1.66469692253
0.70,3.760000,0.113922338668
0.70,3.755000,2.85073524637
0.70,3.750000,2.45396830797
0.70,3.745000,1.60098024297
0.70,3.740000,1.62416522447
0.70,3.735000,3.04797643087
0.70,3.730000,4.09540531507
0.70,3.725000,2.00708797567
0.70,3.720000,0.101024361632
0.70,3.715000,2.70945768907
0.70,3.710000,2.46103007437
0.70,3.705000,0.881383222168
0.70,3.700000,0.648707134068
0.70,3.695000,5.22810295777
0.70,3.690000,2.04133839253
0.70,3.685000,5.89099600897
0.70,3.680000,1.51285475607
0.70,3.675000,5.61338032857
0.70,3.670000,1.47086617947
0.70,3.665000,3.76339275173
0.70,3.660000,0.445532166432
0.70,3.655000,0.134562455132
0.70,3.650000,0.0273767431323
0.70,3.645000,0.830186598268
0.70,3.640000,1.97238619337
0.70,3.635000,1.70907428327
0.70,3.630000,0.988140820068
0.70,3.625000,2.82950934593
0.70,3.620000,0.756973474968
0.70,3.615000,1.98252017387
0.70,3.610000,4.07490158767
0.70,3.605000,1.97904528683
0.71,4.445000,0.0422635714786
0.71,4.440000,5.10104294718
0.71,4.435000,1.97287503408
0.71,4.430000,4.86255025838
0.71,4.425000,2.39497577348
0.71,4.420000,2.68631233018
0.71,4.415000,3.24605139948
0.71,4.410000,1.13844735348
0.71,4.405000,0.129453437021
0.71,4.400000,0.260702413879
0.71,4.395000,2.47190595178
0.71,4.390000,1.20305566608
0.71,4.385000,0.244720321521
0.71,4.380000,2.38115400088
0.71,4.375000,2.82735676058
0.71,4.370000,2.91080636898
0.71,4.365000,2.15795600128
0.71,4.360000,3.36789693218
0.71,4.355000,2.29100641048
0.71,4.350000,2.11823119018
0.71,4.345000,1.15416048768
0.71,4.340000,4.84363709828
0.71,4.335000,0.579812166079
0.71,4.330000,0.231101805179
0.71,4.325000,3.01549983368
0.71,4.320000,2.70855699968
0.71,4.315000,1.67470958258
0.71,4.310000,1.36229346422
0.71,4.305000,0.951594118279
0.71,4.300000,7.38120846908
0.71,4.295000,0.651904460021
0.71,4.290000,4.21160790588
0.71,4.285000,1.94440543902
0.71,4.280000,0.0173028757786
0.71,4.275000,2.32049939228
0.71,4.270000,2.52514873508
0.71,4.265000,0.788614488879
0.71,4.260000,1.94296579218
0.71,4.255000,0.527750060579
0.71,4.250000,2.98200747898
0.71,4.245000,1.02369113082
0.71,4.240000,4.36733021728
0.71,4.235000,1.60189346228
0.71,4.230000,4.97456008398
0.71,4.225000,1.14348631448
0.71,4.220000,0.349401376279
0.71,4.215000,4.56360731398
0.71,4.210000,2.53082867652
0.71,4.205000,2.88739113408
0.71,4.200000,8.83966480262
0.71,4.195000,62.6346774418
0.71,4.190000,3.14827982062
0.71,4.185000,1.51628966408
0.71,4.180000,1.59957400758
0.71,4.175000,4.00639268098
0.71,4.170000,9.41128282508
0.71,4.165000,3.94908248988
0.71,4.160000,5.04880065138
0.71,4.155000,4.17393488378
0.71,4.150000,2.01112672548
0.71,4.145000,2.00919709818
0.71,4.140000,3.55758985478
0.71,4.135000,5.15581444698
0.71,4.135000,6.19424090763
0.71,4.130000,3.19384234553
0.71,4.125000,2.34469560723
0.71,4.120000,5.60690922063
0.71,4.115000,3.22381326703
0.71,4.110000,4.81995255243
0.71,4.105000,1.08374692193
0.71,4.100000,3.76719385057
0.71,4.095000,2.28180416603
0.71,4.090000,0.988909142768
0.71,4.085000,0.805657981132
0.71,4.080000,5.29231330273
0.71,4.075000,6.04640531213
0.71,4.070000,7.34696068503
0.71,4.065000,30.1398166427
0.71,4.060000,2.30005301143
0.71,4.055000,0.221340801232
0.71,4.050000,3.77564936017
0.71,4.045000,0.622488825732
0.71,4.040000,5.57254087287
0.71,4.035000,1.85493628867
0.71,4.030000,1.60143028337
0.71,4.025000,0.729891293232
0.71,4.020000,0.124987069368
0.71,4.015000,2.12272427007
0.71,4.010000,1.96067811733
0.71,4.005000,1.81119162733
0.71,4.000000,0.774639631332
0.71,3.995000,4.75383416817
0.71,3.990000,1.75610228927
0.71,3.985000,2.27689342127
0.71,3.980000,0.111827397168
0.71,3.975000,4.65731566507
0.71,3.970000,1.62490857853
0.71,3.965000,0.542529991768
0.71,3.960000,0.789028390968
0.71,3.955000,1.67314805917
0.71,3.950000,1.19149659047
0.71,3.945000,4.29598110307
0.71,3.940000,0.960001183868
0.71,3.935000,0.135948333432
0.71,3.930000,3.76044463157
0.71,3.925000,2.83963165997
0.71,3.920000,2.41573558927
0.71,3.915000,4.59439173087
0.71,3.910000,3.69599821457
0.71,3.905000,3.28976993597
0.71,3.900000,0.438639829168
0.71,3.895000,2.78179546213
0.71,3.890000,1.64477129397
0.71,3.885000,3.34766090623
0.71,3.880000,0.290832980168
0.71,3.875000,4.25721292037
0.71,3.870000,2.57848226417
0.71,3.865000,3.00374679777
0.71,3.860000,0.0210527756323
0.71,3.855000,0.805343261768
0.71,3.850000,0.861619572268
0.71,3.845000,0.936665898768
0.71,3.840000,0.468443782232
0.71,3.835000,0.460960511468
0.71,3.830000,2.47114196527
0.71,3.825000,1.68842439177
0.71,3.820000,3.25962966837
0.71,3.815000,3.20923470727
0.71,3.810000,3.20252864317
0.71,3.805000,4.39356002977
0.71,3.800000,3.72226028827
0.71,3.795000,0.919642584268
0.71,3.790000,3.76462916527
0.71,3.785000,6.69142193237
0.71,3.780000,2.14237198397
0.71,3.775000,0.600970914132
0.71,3.770000,1.51288112347
0.71,3.765000,3.73163905743
0.71,3.760000,2.80993491477
0.71,3.755000,1.75839811417
0.71,3.750000,1.85254294367
0.71,3.745000,3.71406942097
0.71,3.740000,1.38186946583
0.71,3.735000,2.53284036667
0.71,3.730000,2.77123663247
0.71,3.725000,5.32244031047
0.71,3.720000,2.31289199757
0.71,3.715000,1.65026672407
0.71,3.710000,1.00851578393
0.71,3.705000,5.26412551827
0.71,3.700000,2.91057990857
0.71,3.695000,5.07908300257
0.71,3.690000,1.44011858017
0.71,3.685000,8.78688924587
0.71,3.680000,3.51703036577
0.71,3.675000,4.53723042317
0.71,3.670000,0.348234686768
0.71,3.665000,2.09578002777
0.71,3.660000,1.98769260237
0.71,3.655000,1.51613581977
0.71,3.650000,2.30580952377
0.71,3.645000,1.84719057253
0.71,3.640000,2.09184562677
0.71,3.635000,0.744020317368
0.71,3.630000,0.880131446168
0.71,3.625000,0.424278895832
0.71,3.620000,0.784291124732
0.71,3.615000,6.01598834797
0.71,3.610000,2.14418520327
0.71,3.605000,2.15252844797
0.72,4.445000,1.40178248718
0.72,4.440000,0.362032886421
0.72,4.435000,5.52255248158
0.72,4.430000,3.86982308508
0.72,4.425000,6.20481070048
0.72,4.420000,0.874283011621
0.72,4.415000,4.82700680498
0.72,4.410000,1.19686341138
0.72,4.405000,0.357818445121
0.72,4.400000,2.17833902282
0.72,4.395000,2.23824454258
0.72,4.390000,0.955885335479
0.72,4.385000,1.19867523122
0.72,4.380000,2.20357866438
0.72,4.375000,1.16825070868
0.72,4.370000,0.371539153221
0.72,4.365000,1.27394084848
0.72,4.360000,1.69000982478
0.72,4.355000,4.24428438608
0.72,4.350000,3.78064009538
0.72,4.345000,1.67602662338
0.72,4.340000,6.50201165268
0.72,4.335000,5.17392383888
0.72,4.330000,1.88854773042
0.72,4.325000,1.94679046938
0.72,4.320000,3.80787278318
0.72,4.315000,4.61117759378
0.72,4.310000,1.41687664158
0.72,4.305000,4.34678225348
0.72,4.300000,6.01789905438
0.72,4.295000,3.38697440272
0.72,4.290000,2.28739170758
0.72,4.285000,1.66415921728
0.72,4.280000,4.48328786908
0.72,4.275000,2.94241716578
0.72,4.270000,2.99985329638
0.72,4.265000,2.60772865068
0.72,4.260000,2.54905951658
0.72,4.255000,1.22268360642
0.72,4.250000,2.37985400208
0.72,4.245000,2.48744043328
0.72,4.240000,2.62913472608
0.72,4.235000,0.971037407979
0.72,4.230000,4.19418402508
0.72,4.225000,3.76271458338
0.72,4.220000,3.72355424748
0.72,4.215000,0.780108990179
0.72,4.210000,2.52134538668
0.72,4.205000,3.56299653318
0.72,4.200000,3.95922418018
0.72,4.195000,6.68026638408
0.72,4.190000,1.64056558198
0.72,4.185000,0.0471445304786
0.72,4.180000,23.518621471
0.72,4.175000,17.4063987133
0.72,4.170000,5.47028812028
0.72,4.165000,4.25234231858
0.72,4.160000,4.57099475838
0.72,4.155000,3.08510088918
0.72,4.150000,5.36566218798
0.72,4.145000,2.01463329962
0.72,4.140000,4.27575388618
0.72,4.135000,5.60611186708
0.72,4.135000,5.61740593383
0.72,4.130000,4.81223566253
0.72,4.125000,7.68749710043
0.72,4.120000,5.88231528913
0.72,4.115000,3.66499382753
0.72,4.110000,6.48665608993
0.72,4.105000,0.781614351868
0.72,4.100000,1.04984766973
0.72,4.095000,0.314255672532
0.72,4.090000,0.205343850532
0.72,4.085000,2.54686965103
0.72,4.080000,4.48508725973
0.72,4.075000,0.182042068468
0.72,4.070000,3.63167445643
0.72,4.065000,1.63578061023
0.72,4.060000,0.391415645132
0.72,4.055000,6.23295542923
0.72,4.050000,9.45890439683
0.72,4.045000,31.6591356867
0.72,4.040000,22.5280436017
0.72,4.035000,0.546072315132
0.72,4.030000,2.28840508717
0.72,4.025000,3.81236466223
0.72,4.020000,2.85990368973
0.72,4.015000,0.468578413732
0.72,4.010000,2.51827262323
0.72,4.005000,0.323537684768
0.72,4.000000,3.64391340637
0.72,3.995000,1.44330171333
0.72,3.990000,0.675716042668
0.72,3.985000,2.01760192937
0.72,3.980000,0.340067635068
0.72,3.975000,2.44112427953
0.72,3.970000,2.75543738053
0.72,3.965000,1.39063150623
0.72,3.960000,1.59738200673
0.72,3.955000,2.15376423567
0.72,3.950000,0.514108306332
0.72,3.945000,0.383303038268
0.72,3.940000,4.61558798143
0.72,3.935000,0.00731069463232
0.72,3.930000,0.146662008668
0.72,3.925000,0.900883677632
0.72,3.920000,0.308635236732
0.72,3.915000,3.02107778937
0.72,3.910000,3.31278095617
0.72,3.905000,0.167727581768
0.72,3.900000,0.757973973468
0.72,3.895000,2.21404749343
0.72,3.890000,0.572249272632
0.72,3.885000,2.09872981243
0.72,3.880000,3.58403802797
0.72,3.875000,3.96121306207
0.72,3.870000,5.36566076137
0.72,3.865000,0.951614552632
0.72,3.860000,0.831652943732
0.72,3.855000,4.05224218097
0.72,3.850000,4.53695938463
0.72,3.845000,0.992801401632
0.72,3.840000,0.701894584868
0.72,3.835000,1.71498298337
0.72,3.830000,3.29816668507
0.72,3.825000,1.60035785513
0.72,3.820000,2.61571702097
0.72,3.815000,0.388124170232
0.72,3.810000,0.459822117732
0.72,3.805000,2.47111591357
0.72,3.800000,2.11114565743
0.72,3.795000,1.85449273577
0.72,3.790000,0.146167827968
0.72,3.785000,2.99786028497
0.72,3.780000,6.35004645927
0.72,3.775000,0.230228017632
0.72,3.770000,3.39767438323
0.72,3.765000,2.82042782847
0.72,3.760000,0.335543076932
0.72,3.755000,1.46721227777
0.72,3.750000,3.06268766473
0.72,3.745000,1.34709326417
0.72,3.740000,2.00112398997
0.72,3.735000,4.69570420067
0.72,3.730000,1.81347668127
0.72,3.725000,0.925224057732
0.72,3.720000,2.95329523417
0.72,3.715000,1.64811311727
0.72,3.710000,2.18926388947
0.72,3.705000,2.32958423807
0.72,3.700000,3.12426587187
0.72,3.695000,2.87673126187
0.72,3.690000,0.745750025668
0.72,3.685000,2.35587116107
0.72,3.680000,2.17905522857
0.72,3.675000,2.93782517587
0.72,3.670000,3.07515975457
0.72,3.665000,0.699580743832
0.72,3.660000,5.54386309647
0.72,3.655000,1.93072850357
0.72,3.650000,4.77667569617
0.72,3.645000,1.16538941283
0.72,3.640000,1.19819715827
0.72,3.635000,2.06480226027
0.72,3.630000,0.199272365732
0.72,3.625000,1.45919704773
0.72,3.620000,4.22883364887
0.72,3.615000,5.07923195297
0.72,3.610000,3.89332753907
0.72,3.605000,1.32731329867
0.73,4.445000,2.43939418468
0.73,4.440000,0.255686181379
0.73,4.435000,1.90380948718
0.73,4.430000,3.19894212058
0.73,4.425000,1.55732180228
0.73,4.420000,7.73157316168
0.73,4.415000,2.15490200018
0.73,4.410000,4.53104261968
0.73,4.405000,1.82752845552
0.73,4.400000,0.462620920079
0.73,4.395000,7.84072751138
0.73,4.390000,1.64988194492
0.73,4.385000,0.726692808279
0.73,4.380000,2.53984722278
0.73,4.375000,3.63596456428
0.73,4.370000,0.985335703121
0.73,4.365000,3.30991032838
0.73,4.360000,2.80554522218
0.73,4.355000,3.66416682848
0.73,4.350000,3.00508420898
0.73,4.345000,4.23779946308
0.73,4.340000,5.30958126348
0.73,4.335000,2.53079321818
0.73,4.330000,0.0518271050786
0.73,4.325000,4.88300207708
0.73,4.320000,2.94670364058
0.73,4.315000,2.36022772648
0.73,4.310000,2.86507370508
0.73,4.305000,1.62051703328
0.73,4.300000,5.35367362708
0.73,4.295000,0.307556932979
0.73,4.290000,2.45361479128
0.73,4.285000,1.15977880212
0.73,4.280000,0.870375703421
0.73,4.275000,5.21964896518
0.73,4.270000,2.27774437418
0.73,4.265000,1.31155936458
0.73,4.260000,5.00347061928
0.73,4.255000,0.876660448321
0.73,4.250000,2.01453214208
0.73,4.245000,1.50872559728
0.73,4.240000,3.60205995188
0.73,4.235000,2.56654776388
0.73,4.230000,5.60199578628
0.73,4.225000,3.57869155418
0.73,4.220000,1.01750977748
0.73,4.215000,4.12637918778
0.73,4.210000,3.85986725742
0.73,4.205000,5.51071706298
0.73,4.200000,3.59197251398
0.73,4.195000,2.76848926548
0.73,4.190000,0.765806672379
0.73,4.185000,0.0695199892214
0.73,4.180000,0.443582399221
0.73,4.175000,3.80009932178
0.73,4.170000,0.144903715679
0.73,4.165000,84.1213395298
0.73,4.160000,1.45203769048
0.73,4.155000,3.70728532838
0.73,4.150000,0.278891968279
0.73,4.145000,2.69761235768
0.73,4.140000,3.96180484728
0.73,4.135000,6.09275400978
0.73,4.135000,3.22167402523
0.73,4.130000,2.49376878653
0.73,4.125000,7.09929661333
0.73,4.120000,4.15454780973
0.73,4.115000,3.50079789013
0.73,4.110000,8.98741090083
0.73,4.105000,0.288641726832
0.73,4.100000,0.618958513868
0.73,4.095000,1.34024336033
0.73,4.090000,1.35577695793
0.73,4.085000,3.61297365583
0.73,4.080000,2.91469016133
0.73,4.075000,2.39291771673
0.73,4.070000,2.37922464423
0.73,4.065000,1.46270693207
0.73,4.060000,1.89552970273
0.73,4.055000,0.423637759432
0.73,4.050000,3.79280489967
0.73,4.045000,1.65594426343
0.73,4.040000,1.27594069847
0.73,4.035000,4.45482773213
0.73,4.030000,3.17066850293
0.73,4.025000,1.75559282033
0.73,4.020000,11.2049469195
0.73,4.015000,35.3923684047
0.73,4.010000,25.5828797837
0.73,4.005000,0.834143856732
0.73,4.000000,0.149505627432
0.73,3.995000,3.82602864597
0.73,3.990000,0.815268189268
0.73,3.985000,1.50965412733
0.73,3.980000,4.78182653483
0.73,3.975000,2.85913660343
0.73,3.970000,3.40324044923
0.73,3.965000,5.22455620083
0.73,3.960000,0.294095842168
0.73,3.955000,2.61459892373
0.73,3.950000,2.75964218257
0.73,3.945000,2.10731787187
0.73,3.940000,1.85144907203
0.73,3.935000,0.696250920332
0.73,3.930000,0.253684483168
0.73,3.925000,0.0331386236323
0.73,3.920000,0.160653974968
0.73,3.915000,2.08748093457
0.73,3.910000,0.238734707832
0.73,3.905000,1.13850113227
0.73,3.900000,0.553412599268
0.73,3.895000,0.624821683332
0.73,3.890000,0.876057962568
0.73,3.885000,1.45753007093
0.73,3.880000,3.43247266997
0.73,3.875000,3.53454215437
0.73,3.870000,0.297313935532
0.73,3.865000,0.977319850632
0.73,3.860000,1.99460187173
0.73,3.855000,1.04375497967
0.73,3.850000,1.43550829097
0.73,3.845000,1.51490915337
0.73,3.840000,2.57956948573
0.73,3.835000,3.52564365117
0.73,3.830000,2.90840753457
0.73,3.825000,3.07499912373
0.73,3.820000,4.34008714017
0.73,3.815000,0.0849143654323
0.73,3.810000,2.86240517513
0.73,3.805000,1.51948578493
0.73,3.800000,3.41969632197
0.73,3.795000,4.18790947757
0.73,3.790000,2.64212008567
0.73,3.785000,3.60550368727
0.73,3.780000,1.09548226737
0.73,3.775000,1.60326459423
0.73,3.770000,1.11452301603
0.73,3.765000,1.71958802397
0.73,3.760000,1.72758715333
0.73,3.755000,0.252498046732
0.73,3.750000,2.71142846713
0.73,3.745000,6.21748690967
0.73,3.740000,0.513149557268
0.73,3.735000,3.83185254537
0.73,3.730000,1.70109497157
0.73,3.725000,4.40802862557
0.73,3.720000,4.10094059737
0.73,3.715000,2.24601032417
0.73,3.710000,0.0155211109323
0.73,3.705000,5.83269081817
0.73,3.700000,2.50438530677
0.73,3.695000,3.03481062167
0.73,3.690000,1.17214056097
0.73,3.685000,4.21321790437
0.73,3.680000,6.60257291277
0.73,3.675000,2.80884294077
0.73,3.670000,0.341524885968
0.73,3.665000,3.16637985577
0.73,3.660000,3.44799651287
0.73,3.655000,0.790893111632
0.73,3.650000,3.60214897637
0.73,3.645000,0.756989066368
0.73,3.640000,0.00142090483233
0.73,3.635000,0.743435481168
0.73,3.630000,1.09129881837
0.73,3.625000,2.19233365307
0.73,3.620000,1.25200940287
0.73,3.615000,4.16487779147
0.73,3.610000,1.28430219857
0.73,3.605000,0.572799161668
0.74,4.445000,3.84261097978
0.74,4.440000,3.82905910438
0.74,4.435000,2.48397201268
0.74,4.430000,1.73708544928
0.74,4.425000,0.104208713021
0.74,4.420000,5.93375102528
0.74,4.415000,2.43982265948
0.74,4.410000,0.215452338021
0.74,4.405000,1.49019989688
0.74,4.400000,0.156259838321
0.74,4.395000,1.91983706458
0.74,4.390000,0.825435045421
0.74,4.385000,3.46444264028
